ï»¿post,post-href,text
Funniest event in the world,http://www.spiritualforums.com/vb/showthread.php?t=96783,"* Now talking on #gurumeditation



* Topic for #gurumeditation is: http://upload.wikimedia.org/wikipedi...meditation.gif | <mur> whilst irc tÃªte-Ã -tÃªte carried on, a soupÃ§on of bytes was frittered away



* Topic for #gurumeditation set by phadthai!mmondor@ginseng.pulsar-zone.net (Sat Jul 07 23:27:09 2012)



 

* Loaded log from Sun Jan 17 17:08:20 2016

 

* Now talking on #gurumeditation

* Topic for #gurumeditation is: http://upload.wikimedia.org/wikipedi...meditation.gif | <mur> whilst irc tÃªte-Ã -tÃªte carried on, a soupÃ§on of bytes was frittered away

* Topic for #gurumeditation set by phadthai!mmondor@ginseng.pulsar-zone.net (Sat Jul 07 23:27:09 2012)

<Chester> Hi guys

<Chester> I was watching a video by Yuttadhammo Bhikku on youtube and he said porn addiction is not a problem at all.  What was he talking about?

<Chester> https://www.youtube.com/watch?v=W5Lg9P-VekA

<Bureaucat> wha

<Bureaucat> umm

<Bureaucat> I don't know...?

<Chester> He also said, he wouldn't mind, if he got cancer because he wanted to know what it felt like and that he would find it interesting.  Is he being serious?

<Bureaucat> I don't even know who that is mind you

<Chester> Bureaucat, just click on the link above

<Bureaucat> I wouldn't want to have cancer, I've seen people going through it... it's the same line of thinking of touching a hot stove to see what it feels like

<Chester> But what he said must make sense somehow?

<Bureaucat> ohh

<Bureaucat> well mind you tihs channel has nothing to do with buddhism

<Bureaucat> though I think some of us may be buddhists

<Bureaucat> it's related to the old amiga error Chester

<Chester> amiga error?  

<Bureaucat> yes

<Chester> Bureaucat, never heard of that

<Bureaucat> Chester https://en.wikipedia.org/wiki/Guru_Meditation

<Bureaucat> but now I""m watching. curious.

<Chester> k

<Bureaucat> this is interesting though, thank you for linking me

<Chester> k

<Chester> No problem

<Bureaucat> I'm not sure what to think of it.

<Bureaucat> I want to agree on some level but I feel he misses out on the physical aspect of addiction

<Bureaucat> the brain's desire for these things, beyond a conscious level

<Chester> I mean how can an addiction not be a problem? Of course it is a problem

<Bureaucat> addiction is a sort of perverting the brain's reward system... it can't always be corrected by reevaluation... but... for psychological addiction yes, much of the problem is evaluating why you desire these things.

<Bureaucat> (that's physical addiction that is)

<Bureaucat> (for the reward system part)

<Bureaucat> but yes, it is an actual problem in many cases due to the physical harm it causes and the ostracising and total consumption of your life

<Chester> k

<Bureaucat> anywho

<phadthai> I guess it depends on what he needs by addiction, some people think that normal sex drive is obsessive perversion, on the other hand, for some people that drive, or their behaviours towards it seems to become a problem... if addiction there pertains to the latter, my impression is that ignoring the problem won't help to solve it

<Chester> k

<Bureaucat> special k?

<Bureaucat> :p

<phadthai> spiritual gurus are also not qualified for medical advice

<Chester> k= OK Bureaucat 

<Bureaucat> I know :P

<Bureaucat> I was being a smartass

<Chester> lol

<Chester> I get it lol

<Bureaucat> well I mean we're on the topic of addictions...

<Bureaucat> :P

<Bureaucat> I knew someone once addicted to ketamine

<Chester> Are you guys using Hex Chat Irc client?

<Bureaucat> I ma

<Bureaucat> am

<Chester> k

<Chester> cool

<Bureaucat> I think most of us use irssi or weechat

<Chester> Are those any good?

<Bureaucat> eh, they function

<Bureaucat> if you like terminals

<phadthai> good enough for irc

<phadthai> heh

<Chester> k

<Bureaucat> weechat and irssi are terminal IRC clients

<Bureaucat> but yeah phadthai is right, a lot of pastors too often give advice on addictions and I believe that much of it is misguided

<Bureaucat> often 12 step programs result in high relapse rates because you're around other addicts

<Bureaucat> as my mother would say, ""it's a great place to get drug hookups""

<Bureaucat> (she used to be addicted to drugs many years ago, not for considerable time)

<phadthai> and some claim to have ""cures"" for masturbation or homosexuality, which might not be disorders

<Bureaucat> also the AA/NA programs advocate finding god as part of the program... I don't think religion is necessarily beneficial nor necessarily required

<Bureaucat> especially if there is values dissonance between you and the church

<phadthai> others claim that ejaculation is very harmful (yet very natural), or teach sexual techniques which might actually be harmful

<Bureaucat> yeah they do

<Bureaucat> in the US we have camps to try to remove homosexuality from children... I have serious doubts about their efficacy

<Bureaucat> namely I doubt they work and I think they're frankly child abuse

<Chester> I think the DaLai Lama has accepted homosexuality now?  I am not sure, if I have read correct?

<phadthai> I believe you're right

<Bureaucat> yeah I believe so

<phadthai> I have to leave in a few minutes so will be back later

<Bureaucat> I don't see the point in religiously prohibited behaviours except those which are harmful to oneself or others

<phadthai> but before I leave: https://www.youtube.com/watch?v=bntfUA6TmLs :)

<Bureaucat> though myself, I'm an atheist (though respect many buddhist ideas)

<phadthai> Bureaucat: well it ""makes the devil laugh""

<phadthai> haha

<phadthai> bbl

<Bureaucat> :P

<Bureaucat> there was a buddhist philosopher I found recently, I forgot his name, that I admired

<Bureaucat> Alan Watts

<Bureaucat> he's interesting

<Chester> I will look it up

<Bureaucat> he was a philosopher in the 70's but nonetheless much of his stuff has aged well

<Chester> Why is this channel called Guru meditation?

* Chester curious

<Chester> I am a Sikh and we have ten gurus

<Chester> Guru means spiritual teacher

<Bureaucat> nothing to do with that

<Bureaucat> except in the loosest sense

<Bureaucat> Chester, https://en.wikipedia.org/wiki/Guru_Meditation

<Chester> lol

<Chester> sorry, I thought you were a meditation channel  lol

<Chester> lol

<Bureaucat> nah

<Bureaucat> we're not religious

<Chester> lol

<Bureaucat> I mean like I said some of us have some pretty deep thoughts on the stuff

<Chester> k

<Bureaucat> perhaps it would be better if I put it in the topic :)

<Chester> yes

<Chester> lol

<Bureaucat> Chester, if you wanna stick around you're welcome to stay but you can go if you want, I mean we talk about a lot of things in here so

<Chester> k

<Chester> You know so much about meditation, yet your computer people lol

* ChanServ gives channel operator status to Bureaucat

* Bureaucat has changed the topic to: http://upload.wikimedia.org/wikipedi...meditation.gif | No, we're not about sikhism/buddhism/etc. (but you're welcome to stay if you are!)

<Chester> lol

* Bureaucat has changed the topic to: http://upload.wikimedia.org/wikipedi...meditation.gif | Off-topic banter - No, we're not about sikhism/buddhism/etc. (but you're welcome to stay if you are!)

<Bureaucat> there

<Bureaucat> that's better.

<Chester> Guys, this is going to be the funniest story of my life lol

<Bureaucat> just added ""Off-topic banter""

<Bureaucat> I hope not... :P

<Chester> This is going to be the funniest story in the world lol

<Chester> No offence

<Chester> Thanks guys

<Chester> lol

<Bureaucat> ""I found this community of really weird people I thought were into meditation but it turns out they were just some nerds!""

<Chester> lol yes

<Chester> Why did they call the computer problem a meditation guru?

* Chester curious

<Chester> What has that problem got to do with meditating and being a Guru?  

* Chester puzzled

<Chester> I would love to know the answer?

<Bureaucat> Chester, ""The term ""Guru Meditation Error"" originated as an in-house joke in Amiga's early days. The company had a product called the Joyboard, a game controller much like a joystick but operated by one's feet, similar to the modern-day Wii Balance Board. Early in the development of the Amiga computer operating system, the company's developers became so frustrated with the system's frequent crashes that, as a relaxation

<Bureaucat> technique, a game developed where a person would sit cross-legged on the joyboard, resembling an Indian guru.[3] The player tried to remain extremely still; the winner of the game stayed still the longest. If the player moved too much, a ""guru meditation"" error occurred.[4]""

* Yerahsh (6b5c3d85@gateway/web/cgi-irc/kiwiirc.com/ip.107.92.61.133) has joined

* Yerahsh (6b5c3d85@gateway/web/cgi-irc/kiwiirc.com/ip.107.92.61.133) has left"
Silence,http://www.spiritualforums.com/vb/showthread.php?t=100752,"I remember when I was reading Deepak Chopra's book, ""The Seven Spiritual Laws of Success"", that he recommends the practice of silence, as well as meditation, whereas for me I couldn't understand the distinction, since they both sound like different ways of saying, non-doing, something like that. Does anyone know what he meant, or distinguish between the practice of silence and meditation?"
World Peace And Healing Meditation,http://www.spiritualforums.com/vb/showthread.php?t=97966,"You are all invited to join in a Worldwide Peace And Healing Meditation to heal the problems of the world and to bring peace to humanity and the planet.



The meditation is held at 1.00 pm your own local time (wherever in the world you are), every week from Saturday 27th February 2016, lasting 25 minutes.



The meditation is to focus on specific problems in the world and to try to change mens hearts to bring a healing to them. We should concentrate on a problem that we are impressed to focus on and we should all send unconditional love to the perpetrators of the problem and the world leaders, trying to help the angels turn them away from their greed, lust, power seeking oppression and violence, and turn their hearts instead towards love, peace harmony and the nurture of God's creation, instead of the destruction. That is the only way forward.



The meditation, because of the time difference spreads over 24 hours of focussed Divine Love, Light and Healing Energies and the angels and spirit workers gather the energies that are sent out and focus them on the important areas. A focussed energy on specific areas and in this way we help the angels, with our love, to do their work. A bit like a searchlight in an evening sky.



It would be nice if you could help.



Blessings



grazier"
Need advice with meditation,http://www.spiritualforums.com/vb/showthread.php?t=13610,"Ok, so I'm pretty new to meditation but I think I'm doing something wrong. I hear all of these amazing experiences with people during it, but it's not happening to me. What tips are best for beginners? Any specific websites or books... Ive looked up tons but not sure what's wrong or maybe it just takes time."
seeing with your minds eye.,http://www.spiritualforums.com/vb/showthread.php?t=97671,"it has recently came to my attention that alot of the people i know claim they cant see anything visual inside there mind.

i assumed this is natural and that everyone can do it.

so, drop your comments below and let us know if you can or cant see

visuals inside your mind,like a movie.

its like day dreaming,isnt day dreaming a common thing?

i cant imagine anyone not being able to daydream lol"
"Homework, just for the craic.",http://www.spiritualforums.com/vb/showthread.php?t=60101,"Hi everyone, felt so many people here have so much to say I could never get through it all..



So I'm asking you to write me a 1000 word essay on meditation. It can include any topics related to meditation, evidence about it, the science, history, religions, methods.



Due 11th December

lol"
Can one chant more than one mantra a day?,http://www.spiritualforums.com/vb/showthread.php?t=95821,Can one chant more than one mantra a day? How much? Is it good or not?
Have you ever tried meditating on ancient symbols ?,http://www.spiritualforums.com/vb/showthread.php?t=97359,"For instance have you tried meditating, and keep the ankh as your focus ?



I tried focussing on the following image, as is



http://api.ning.com/files/poyiGSJ*OoHqhJ2esOM0zhTlHZxQxpOU6cHzfPAGwcPmykZHGn  GB6awopmE90kalyNeEsfUVkYn7XOyDhZmnoTFDkkbK2CFN/infinitysign.jpg



I got an really interesting energetic response. Felt good."
Life Transforming Spiritual Experiences,http://www.spiritualforums.com/vb/showthread.php?t=97322,"Dear fellow traveling souls,



Since my teen years I am having spiritual experiences which has helped me understand our purpose in this world.



Please read my blog (truthofconsciousness.wordpress.com ) if you want to know about my experiences.



If you read my blog, please let me know what you feel and think of my experiences. I hope it will help you simplify



your quest a little.



Peace and bliss,



Jay"
aphantasiaâ€“cannot visualize,http://www.spiritualforums.com/vb/showthread.php?t=100707,"I was wondering since i have a very hard time visualizing things into my mind, or even create a picture that persists, i can glimpse maybe 0,5 seconds of an image in my mind then its gone. It is like a vision coming to you :p or you fish something up from your subconscious mind but i have never been able to visulize a whole picture that persists? Or create images with my mind



When i hear of people saying: visualize a sunset.. And that and that, or visualize a purple flame or whatever im not able to do it! I'm thinking i would atleast be a better painter if i had this ability! 



I have the most intense dreams tho.



And i have experienced something amazing happening during a meditation. And since i am having a hardtime visualizing things i think its almost even strange others have not experienced it (that i have heard or read about)"
Hyperventillating during deep breathing,http://www.spiritualforums.com/vb/showthread.php?t=93018,"So ive been doing reiki meditation like a chi kung meditation and my breathing gets v deep. So deep that i start hyperventilating and my airways close down and after deep breathing it gets hard to breath.



Ive read up on this and apparently when you breath too much it upsets the balance of your blood and your body closes down your airways to bring you back to balance.



Still...why does this keep happening to me? What can i do to stop it from happening? Ty"
What can I do with my knowledge in Meditation,http://www.spiritualforums.com/vb/showthread.php?t=92622,"I'm a light worker,

Believing that I was sent here by Angelic beings after witnessing Extraterrestrial visitation in my dreams I have come into contact of alien races The Grey from Zeta riticuli and Alpha draconis Reptilians who are hostile towards me., by the grace of Vishnu, I was protected from some of the heavy attacks , I was protected by my guardian Angel.

I will share my knowledge with you.



The Greys work with Demonic forces like shadow people and also with Robots.

The most powerful dark beings are the Reptoids/reptilians.



Greys have worked with the US military for many years providing us technology. They seek our souls to feed on. many Grey aliens have played the role of Yahweh/Jehovah.



I am suffering from an Evil force Entity attachment. I have suffered from nightmare attacks, sleep paralysis and holographic implants. People shunned my beliefs and put me in a hospital. Now I am writing this.



If you want my knowledge please ask me"
Why India to meditate?,http://www.spiritualforums.com/vb/showthread.php?t=93616,Why do some people go to India to meditate and not some Buddhist country like Thailand?  I thought meditation had more to do with Buddhism then Hinduism?
****What is this form of meditation?****,http://www.spiritualforums.com/vb/showthread.php?t=98347,"HI Everyone  :) I have been practicing meditation for the last two years! I used brainev for a while and Lifeflow meditation for a while. Then one of my friends suggested me to do meditation without any external aid! So I started doing regular meditation. 

I do some pranayama prior to my meditation. And while meditating, I try to focus on ""Nothingness"" whilst having a mild awareness. It is not that I try to focus on nothing but rather I fix my focus on Nothingness. As if it is an object of focus. That is why it is so difficult for me to explain! I wish to know what type of meditation it is, and which category it falls under (So that I can google if I want to know more). I never try to suppress my thoughts, but when I observe that a thought is going at the back of my mind, I will bring all my focus on ""Nothingness"" and that focus won't allow me to observe that thought further. 

Right now the key elements I am developing while meditating is focus, awareness and stability of mind. And using these elements, I am getting deeper into the nothingness. I just wanted to know Your View on this. Am I doing it right? And what will be the next step of this practice? (in terms of experience and practice) 



Cheers 

Subu

Modify message"
Swallowing problem?,http://www.spiritualforums.com/vb/showthread.php?t=99679,"I have a problem with swallowing when meditating, it was a full 10 minuets so stopped as got annoyed. - How do I prevent this? People told me just swallow and you will eventually stop. - Didn't work. Also tried trying to not swallow, made me want to swallow even more.



Help! It ruins the whole meditating thing for me."
Is this normal??,http://www.spiritualforums.com/vb/showthread.php?t=97402,"Hello all, 



I have been meditating for a few months now. I started to experience a tingling sensation  during meditation only at first however I have now noticed this feeling quite often when I'm not meditating ie just during my normal daily routine. It seems to come in waves, usually starting around my heart but sometimes from my crown before spreading out over my whole body. The feeling itself is in no way in pleasant. I was just wondering if anyone else had experienced this and if so could you please enlighten me to what this means, if anything??



I look forward to any replies



Love Lola x"
Hidden secret of wisdom try - bodhi mala in chant meditation,http://www.spiritualforums.com/vb/showthread.php?t=98460,"Tired of getting wisdom even you practice meditation one or two hours daily? Probably your answer is YES!  Your spirituality level must reach enough in your life in order to get wisdom in a natural way by practicing any single medication technique from different meditation techniques.

Now the question comes in your mind - â€œthose spirit who has not reached to the proper spirituality level then they have no option to get wisdom from their current life?â€ù  The answer for this your question also comes to YES . Beside this here are two hidden secrets for wisdom from meditation practice

If you find spirit who holds real divinity power and has ability to control and manage divinity power then that spirit can transmit spirit energy in your life for getting wisdom. And its true you wont find this kind of spiritual person.

If you are still not succeeded from the above two option then now you have only the last option available which comes in third step. You can find original and real quality meditation bodhi mala or bodhi mala which you can use to succeed in your meditation practice by doing chanting meditation with some meditation mantras along with bodhimala. 

For the original quality bodhi mala I recommend Bodhi Chitta Trading Pvt. Ltd. Which is located in Nepal a Birth Place of Lord Buddha. They are trustable company because they have chosen iwrahost for the web hosting service.  iwrahost is the cheap best and reliable a global hosting company since 2008 operated from USA, UK, Nepal & Australia.

I wish every human be in spirituality path and success in the meditation and spiritually mission

- Name Hidden"
Meeting an entity during meditation,http://www.spiritualforums.com/vb/showthread.php?t=100643,"So I am still very new at meditation and don't know much about the things that happen during it, but today seemed sort of amazing. Around 15 or 20 minutes into my meditation I asked for help healing my heart chakra and almost instantly i saw a being with my minds eye. The best i can describe it is a being emitting huge amounts of female energy with a pink aura. It had a large flower around its head and seemed to be meditating with me as she mirrored my position except had her left hand raised palm twords me. I felt a connection to this being as if I had seen her before. After a few minutes of mediation with it I asked her what her name was and then she faded from my mind. Does anyone know what she might be or how we might be connected?"
Round circle,http://www.spiritualforums.com/vb/showthread.php?t=95176,"Hi All



To be honest, I am fed up of gratitude, low of attraction, transurfing etc...



I've been reading about several things that is related to quantum physics, low of attraction, meditation and also to heal my life.. I have also been talking to therapist.. and mentors.. but to be honest none of these worked ... these things were temporarily..



they said first you have to heal your life, then write down your aims, then put intentions and then live your life.. I've been doing this but what is most surprising.. is that what I want does not manifest to me but to other people  !! the aims I want the people surround me are achieving it! so I am wondering what the hell is going on?



and now I feel bored of life because nothing impress me ... I am fed up of traveling.. discovering.. or even studying.. I've already did these things and when it comes to marriage the idea does not impress me anymore because it is not manifesting to me.. and when I think of life in a wider way.. It is like circle .. people live, others die, people win others lose, people marry others get divorce, some are single others are in relationship.. NOTHING NEW!



this feeling is weird!  

what shall I do with my life? sometimes I want to know what is after death I am courious and I wish if I can experience the other life.. do not get me wrong I am not depressed but nothing impresses me anymore.."
Why does it only happen in dreams/not reality?,http://www.spiritualforums.com/vb/showthread.php?t=98645,"Hi there,

I v been doing rainbow or white meditation unregularly for about a year, recently my third eye started to see a few colors, then i would focus on one of them and let it flow freely then inhale that flow.

recently i went to funeral of a close friend and i feel something from universe pouring down.

2 days later in a dream, i encountered lots enemies shadow beings, they usually come when i m in sadness or low .Then i used the white light to cover them. they still kept coming, i still used the white light, and finally I won. those shadow beings turn into something good or something unharmful.I was so happy and i woke up full of energy.

Then in day time i met some challenges difficult to handle, i tried to use the white light to cover , and it doesnt work. 

I tried to focus on the colors that i saw, and they don't work , either.

and also since then, it seems my energy level goes down to a level even lower than days ago.



I m wondering why the same white light weapon worked so well  in dreams, but  failed in reality?



someone now suggests me to use a candle light to change my surroundings and my own energy, i havent found a good candle method yet..."
Reading Room Meditation Guidelines/Suggestions,http://www.spiritualforums.com/vb/showthread.php?t=98329,"Hello everyone,



Amarenlux and I will be hosting meditation sessions in Chat (in the Reading Room) every other week or so. The upcoming schedules will be posted in another thread. We hope you can join us. It is a pretty relaxed, uplifting, and healing affair. We only have a few guidelines and suggestions.



When the session begins, we try to keep talking to a minimum so that we don't distract other participants. If you have any questions or concerns, you can private message us inside the chat.



You are welcome to practice any form of meditation you are familiar with (i.e. za zen, guided, chanting, binaural sounds, whatever therapeutic and healing tracks you wish to listen to, etc. etc.). The goal is for us to raise the energy together so we can amplify and heal together. You may also wish to set intentions such as world peace, inner peace, or any personal healing intentions.



In group meditations, sometimes the energy can amplify very quickly and this may cause a bit of a sensory overload if you are unfamiliar with meditation. You may then become a bit over charged with energy. If this occurs, you can do several things. Exit the session, drink some water, ground and center yourself (ie. channel the energy into the ground), take a shower, etc. Basically anything you can think of to calm and dissipate the excess energy.



Lastly, some of us while in meditation would like to connect to the Universe or Source. A simple way to do that is visualize a column of white Divine Light descending into your body and your body being healed and illuminated by pure healing Love and Light. I am sure those familiar with meditation will have varying methods and you are welcome to do whatever is most comfortable for you.



Thank you! I hope you can join us and keep an eye out for upcoming scheduled sessions posted in another thread.



Namaste"
Rudraksha Meditation Dress,http://www.spiritualforums.com/vb/showthread.php?t=93664,"Namastey People,



check out this new Rudraksha Meditation Dress. It nice. I an seeing this for the first time that even anyone can make a Meditation dress out of Rudraksha Beads. What an awesome concept. This reminds me of International Yoga Day. 



~Hari Om"
Finding silence and stopping thoughts.,http://www.spiritualforums.com/vb/showthread.php?t=83528,I have been meditating for a little over a year. Lately I feel drawn in to silence at different times of the day (when not meditating) and can stop my thoughts. Probably a good thing but it does sometime give me anxiety. Not sure why this is happening.
Meditation and Alcohol,http://www.spiritualforums.com/vb/showthread.php?t=59982,"I'm fairly new to meditating, so I don't have any long lasting past experience to go off of. I'm curious on everyone's opinion of having alcohol in your system while meditating. I mainly ask because I like to drink a bottle of wine or have several glasses of beer throughout the week. 



My take so far is although it relaxes my body, and I can get my mind into a neutral state easier and tune out more outside distractions. I feel I'm missing out on the full experience due to the numbness, and I also seem to lose some memory of when I was in my meditative state.



What are other people's takes? Does it help some people in their personal situations?"
Has anyone tried sketching as a form of meditation ?,http://www.spiritualforums.com/vb/showthread.php?t=93179,"Hi



Ok. it's not strictly meditation but it does take your mind of off stuff.



AS my sister said you can't mull over stuff if you drawing, like sailing it all absorbing.  Also like walking, it seems to let the subconscious re calculate and break issues down.



This post may need moving?"
Rules Copy and Paste - Commercial Links,http://www.spiritualforums.com/vb/showthread.php?t=91860,"Hello Members 

   

  We have been having a problem with â€œcopy and pasteâ€ù issues and we would like to take the time to remind you of the Spiritual Forums Rules.   We too would like to address the rule on â€œCommercial Linksâ€ù this to at times is an issue.  







  Copy-Paste: One or two lines at most of relevant text of material from other sites or sources and a link to the relevant text for further reading is allowed on the condition that the author is credited and the source linked is not a commercial site (promoting or selling goods or services). Quotes of religious texts such as the Bible or Quran must also be no more than one or two lines. Posts that quote or copy-paste more than one or two short lines of text will be removed or edited. Repeatedly breaching this rule will lead to warnings and possible Disciplinary Action.





  Commercial Links: These are currently not permitted at SF, however there are several grey areas such as links to forums with free ads, these are ok, and donation buttons are also ok. If you post a link for your forum please return the favour and post one for SF in return. If your forum/website or link sells anything including psychic readings and the like, please do not post it as it will be removed. Persistent posting of the same link will be treated as spamming, one warning will be sent and if it continues a suspension may be imposed.





  If you have any questions please PM a member of SF Staff.  Note that the copy write rules vary from country to country and it is too hard for us to police that.  We get E Mail often asking to have links and other copied material removed, (even though it is freely available on the internet).  At times legal actions are mentioned being taken if it is not removed that is the last thing we want SF to ever face.





  SF Admin"
Why does the  noise happens in joints and stiffness felt after meditation,http://www.spiritualforums.com/vb/showthread.php?t=14838,"I find stiffness in the body and sounds in the wrist joints and fingers immediately after meditation.why does it happen,  is there any problem associated with it?"
Research on Meditation,http://www.spiritualforums.com/vb/showthread.php?t=100680,Does anyone have any links of articles about meditation and its effects on the brain and/or implementation in the United States?
How do you know if you are doing the meditation correctly?,http://www.spiritualforums.com/vb/showthread.php?t=100415,"First you must know "" What is MEDITATION? "" before you start meditating.



Meditation is journey from sound to silence, from movement to stillness.

People have different concepts about meditation. According to many, meditation is concentrating on something. Sri Sri Ravi Shankar says, meditation is deconcentration. Meditation is accepting this moment â€“ living every moment totally. However, the result of meditation is improved concentration.



When the mind is engaged in some activity, it gets tired. So any type of concentration, contemplation or any activity in the mind can drain your system. Meditation is that which doesn't drain you, but just gives you deep rest. It is almost like sleep, but not exactly sleep. Meditation calms the mind and gives it deep rest



How to Meditate?

1.	There is no need to get into any particular posture, unless you feel like it. Just keep your spine straight. While meditating if spine bend , don't think that you were doing wrong, it may happen. Whenever you become aware that your spine is bent , again straighten your spine.



2.	Do not position your attention in any particular way.



3.	Let whatever happens happen. Let the random thoughts come. You can't control thoughts. Remember whatever you resist, it persists.



4.	Any time you notice yourself doing anything intentionally, stop. Doing anything intentionally means something you can voluntarily control, and therefore can stop. If you cannot stop doing something, then it's not intentional, and therefore you don't need to try to stop doing it. So, Anything you can stop doing, stop doing.



        Some examples of things you can stop doing are:                                           

         (a) Intentionally thinking     

         (b) Trying to have equanimity          

         (c) Trying to keep track of what's going on          

         (d) Trying to focus on something specific            

         (e) Trying to meditate     

         (f )Let go of doing anything like this

    

5. Keep doing nothing for at least 10 minutes, or as long as you like.

It's not as easy as it seems , but practice will make you perfect.

Everytime you meditate your experience will be different. There is nothing like RIGHT or WRONG in meditation.



Whenever you feel SLEEPY or taking a NAP after meditation , you were not meditating (You were SLEEPING). If you feel +ve energy, deep rest, calm mind, fresh, enthusiastic etc after meditation you were meditating."
Time question,http://www.spiritualforums.com/vb/showthread.php?t=98453,"I was meditating the other night and I just couldn't seem to fully relax and quiet my mind. So after what felt like 20 minutes I got up to go turn off the music I listen to and my media player said the music had been playing for 1 hour 22 minutes. 



Can a person experience time dilation while meditating?"
"Vibrating, Spinning, Feeling a pull, Chills, Chakras and other stuff in meditation",http://www.spiritualforums.com/vb/showthread.php?t=92422,"Hello everyone. I came here hoping to find answers to some doubts I have at the moment.



So, I started meditating (or trying to) some months ago. The first few times I couldn't do it for long because I would get distracted by sounds like cars or dogs barking. 



I solved that by listening to music while I meditate. So after that I was able to meditate for about 40 minutes.



Everything was going well, at least from a beginnerâ€™s point of view (whom has no experience in these things whatsoever) until I suddenly started to feel like I was vibrating. My body was vibrating. I got really scared and stopped immediately.



That made me put meditation on hold for a few months and now I've started again.



So, after a few minutes I feel like I have something in my throat chakra. It's like I can't breathe, like I'm going to choke. Then, this feeling goes down to my heart chakra and once again I feel that I can't breathe. It feels like burning. Then, finally it goes down to my navel and it feels like I have butterflies (you know, like when you're in love).



After this, all I see is a black smoke with rays of light (like a dark sky with lightning) and I feel that I'm going to be eaten by it. Suddenly I'm spinning. I'm not sure if I'm spinning to the right or to the left. It feels like I'm spinning both ways. I try to not be afraid and embrace it so the spinning keeps happening for a while longer. I notice that I breathe less and less but I feel fine.



But after a while I get scared again because I feel my eyes like burning and they start blinking (even though they are closed) and I feel a pull, like I'm being pulled towards the ceiling. So I stop.



After I stop, it takes me a while to actually ""come back"" (for lack a better way to explain the feeling). You know, it's like I'm here but I'm not really here yet. I open my eyes but it doesnâ€™t feel like Iâ€™m awake. And I'm so dizzy that I feel like I'm going to faint. And I get chills. I donâ€™t feel cold but I get tons of chills.



Is all this normal? Is it supposed to happen, at least to a beginner? 



Thank you to everyone in advance."
Guide Your Heart to Serenity - A Meditation CD,http://www.spiritualforums.com/vb/showthread.php?t=31,"Guide Your Heart To Serenity: A guided meditation CD to help you release stress from your life. 



A Guided Meditation for Relaxation and Breath Awareness. 



""It is my hope that this guided meditation will make it easy for you to relax and let go of the days stress and tension, and feel what a magnificent being you truly are."" ~ Mary 



'Guide Your Heart To Serenity' includes the pleasant and relaxing music of Phillip Thorne, with cover art by mandala artist, Amber Pompeo. The CD explains the basic technique of meditation, answers some frequently asked questions, and gently guides you to a serene state so that you can practice quieting your mind and keeping the focus on your breath. It's something that you can listen to time and time again. As a bonus, there is also a 'music only' selection, for those times when you enjoy meditating without a guide. 



To hear samples of this CD, or to purchase, please visit: http://www.marypompeo.com/cds.htm#Serenity



Mary Pompeo is a nationally-recognized teacher of Spiritual Laws and Psychic Unfolding. She offers a wonderful sense of strength, inspiration, and encouragement to all who are interested in spiraling toward change and increasing their own relationship with spirit. Her nurturing approach, delightful sense of humor, and imaginative teaching techniques have made her a beloved and respected teacher and valued demonstrator of the 'Gifts of Spirit' for over 40 years.



For more information on Mary, her services, or to receive her much loved 'Daily Insights', visit her website at: http://www.marypompeo.com"
How to Meditate?,http://www.spiritualforums.com/vb/showthread.php?t=100639,"I normally do it 10 minuets, my mom does it for 3-4 hours, she's a buddhist lol.



I shut my eyes, and breath deeply and out through my mouth, then I breath normally and focus on the sounds near me. (I normally put on a white noise.) and I just focus on my vision with my eyes closed, if that makes sense. Sometimes I feel like I am rocking on a rocking chair, or on a boat on the waves of the sea.



Am I doing it right? Should I be doing it with my eyes open? I tried, they kept stinging.



Should I do it in darkness or light?"
Meditation is confusing and stressful,http://www.spiritualforums.com/vb/showthread.php?t=100528,"I'm sorry, this is probably a repeat question/issue.



I simply don't understand even the most basic instructions for meditation. I've tried to do it anyway - the longest was about 2 months of daily attempts. I read about people being relaxed, but I more often wound up sad or violently angry without reason, and my base stress level increased throughout the day. And I'm so confused that I'm hesitant to start again... but the truth is that I'm trying to do occult practices, which often tell me to enter a trance or meditative state and it seems the only way to figure out what the instructions tell me is to meditate.



I've tried reading, and find things like ""returning to object"" or descriptions of proper concentration/relaxation confusing. I'm not sure I know the difference between comfortable and relaxed - the more I think about relaxing, the more confusing the concept is. Most of mine have been single-pointed concentration - breath, gravity, drumming. I have no clue what I'm supposed to be paying attention to with breath, and if I get stressed it changes the breathing and compounds it all. I was once told to pay attention to all of it, and I'm left wondering how to focus on the nose hairs moving while still being focused on the diaphramn feelings. Gravity I wound up just thinking about it - to the point of the cells consistently fighting off gravity. It was rather uncomfortable. 



I've read things that tell me that I'm not supposed to form thoughts about the object I'm concentrating on, nor am I supposed to use my ""inner narrator"". I read about the mind being ""still"" and being ""completely relaxed"" And the truth is that I have no clue how to even attempt this stuff, let alone know if whatever I attempted to do was correct. 



It is like I'm so far into confusion that no part of this makes sense anymore, and I can't find anything I can grasp.



Could any of you offer some sort of explanation in plain language, or give other helpful advice?"
