ï»¿post,post-href,text
I'm apparently not allowed to have anything that makes me happy.,https://www.suicideforum.com/community/threads/im-apparently-not-allowed-to-have-anything-that-makes-me-happy.122186/,"I've spent all week trying new methods of getting a new PC because this laptop is fucking horrible and does nothing but give me grief. But nope. Nothing works, I'm apparently just not allowed to have anything that makes me happy. I'll have to wait until whenever I get my college money which will probably end up being the fall because I'm pretty sure I'm going to miss summer registration by the time I get done with all the shit I have to do. And by then I will have just killed myself. Oh, and on top of it I'm losing one of my best friends. Fuck my life. I'm done. I'm just going to lay in bed day and night until I waste away. Or until my parents kick me out then I'll go waste away on the street. I can't handle life. I wasn't built to handle life."
trigger- loss of dog,https://www.suicideforum.com/community/threads/trigger-loss-of-dog.121794/,I just put my best friend to sleep not even 12 hours has passed. She was the sole reason I still existed. I am feeling so awful it was not me too. She was in too much pain that I could not justify keeping her in this world any longer. She was happy but so uncomfortable.  Been trying to go through with the day keeping myself busy but sleeping wasn't possible when thinking of her not breathing or being warm next to me anymore. That void. That snore. Just seeing myself shutting down and getting away from people already and take down that fence in my mind that has built in to keep things running smoothly and voices at bay. Now have no reason in the world to care. Have nothing to lose.
Confused and hurt,https://www.suicideforum.com/community/threads/confused-and-hurt.122499/,i am not sure if this is the right place to go but I am struggle and confused and wanted to ask for so help. My boyfriend of 3.5 year tried to commit suicide this past month. He came home and everything was different. I have tried being there for him but I don't know how. He recently told me that he wasn't sure if he want to be with me. He said he is in a weird place and is confused. I don't know what to do. He says he loves me but it seems like all he can do is focus on the negitive things about our relationship. He shows lots of anger to me. It has been so hard not knowing what to do or say to him. Our relationship has had problem but most of the time we are happy until his depression came. I just feel so lost. I don't know if I should leave or stay. We are living together and have been for 2 years. I am so afraid of losing him.
Good guys DO finish last,https://www.suicideforum.com/community/threads/good-guys-do-finish-last.122424/,"After all this time, I think they were right about ""good guys finish last"".



In this day and age, apparently it looks like the ones with the good lucks or those who steal/cheat/wrong other people are the ones who succeed in life. While the responsible, respectful, good guys sink to the bottom of an abyss and are left to die..."
Regret is like poison...,https://www.suicideforum.com/community/threads/regret-is-like-poison.121940/,"I feel so much regret...The love of my life...I've told many people the story that my fiancee lied to me and dumped me...But...That's not the full truth. She did lie and she did dump me...But I did kind of flip my shit on her. I demanded explanations, I demanded reasons, she didn't give me any until I broke her down enough to make her say something...By the time I realized I was in the wrong and tried to make amends, it was too late...She was done with me. I...I just feel so awful...I loved her...I still love her. I wanna go back in time and scream at my past self for what I did. To stop it. Why? Why was I such an idiot? Why was I such a piece of shit? This regret has flowed through me like poison...Slowly killing me from the inside. I felt the need to confess...Why?



One of the last words she said to me while we were still a couple was ""Why did you have to ruin a perfectly good thing?""



Why did I ruin a perfectly good thing?



And now I am alone...Cold...Miserable...A fitting punishment for a man like me..."
Problems with alcohol,https://www.suicideforum.com/community/threads/problems-with-alcohol.121780/,"3 months ago I was arrested for driving under the influence of alcohol a second time.  The first time I thought I was just being stupid, the second time I blacked out.  Facing minimum 90 days in jail (likely 6 months), 18 month license suspension.  Right now I have to wear an alcohol monitoring bracelet on my ankle and be on a curfew.  Ever since this happened I have been really depressed and I feel like I have lost everything.  I'm not sure that AA works."
Diary by CandleLight (replies welcome),https://www.suicideforum.com/community/threads/diary-by-candlelight-replies-welcome.122192/,"Today I saw my horse. She's an American Bashkir Curly Horse, and yes she actually has a curly coat! I bet you never heard of a poodle-horse before! Haha. But in the spring she loses most of her curls.



Carly's basically a Mustang, the breed of horse that still runs in a few wild herds in the United States. Carly is short and stocky, with a neat color of red with white flecks (this is called a roan coat- they also come in blue [really gray]). Carly also has a lot of opinions about a lot of things. 



I gave Carly her grain and some grass pellets, and brushed her a lot with the shedding comb. When I am with my horse, my head gets so quiet. My PTSD symptoms literally disappear, for the time I am with her. I don't even mind spending over an hour combing every burr out of her mane and tail. 



Carly is the biggest slow-poke of a horse you ever saw. When I ride her, she stops a lot. Or refuses to go in a straight line. Or both. She's not used to being ridden much, and even before I got her she didn't get saddled up very often for many years. And she likes it that way. Carly will go on a trail ride if I make her, but really prefers being petted while eating a bucket of grain. What a life!



I worry a whole lot about possible upcoming emergency vet bills, as I am homeless and really, really struggling financially. But Carly helps to keep me going, so I would never give her up. We mean a lot to each other."
I just told my parents...,https://www.suicideforum.com/community/threads/i-just-told-my-parents.122757/,"I'm their youngest daughter thousands of miles away from home in another country and I finally just sent my parents probably the most difficult thing I ever wrote telling them about my attempted suicide in February.  It's sent now so no going back, but I'm waiting for a reply and I am just imagining all of their emotions as they read it. How betrayed they must feel. How powerless and how unloved. I feel so wretched about it. I don't know if I've done the right thing by telling them."
I need to vent,https://www.suicideforum.com/community/threads/i-need-to-vent.122500/,"Recently, I was kicked out of my home and I've been living with my friend since. I know he finds me attractive, but he's fully aware that I'm gay and not into men. But he just keeps making passes at me, saying that he's up for it if I ever want to have sex. He's also mentioned his foot fetish and how he wants pictures of my feet for the express reason of masturbation. There's been times I wake up and pretend to still be asleep because I can feel him move my blanket trying to take pictures of them.



I can't say anything, he's my only friend and honestly, I have nowhere else to go. 



I'm stressed, depressed and suicidal. I feel like I should've just killed myself before I was kicked out."
why can't we help our own selves?,https://www.suicideforum.com/community/threads/why-cant-we-help-our-own-selves.121908/,"i've been having an extremely tough time lately, and reading through these forums have helped alleviate some of my feelings of isolation, so id like to thank you all for that.



i think it is so strange how we are all able to tell others just how much they are worth to the world, but yet it is so difficult for us to feel the same way about ourselves. if only we knew how to internalize our positive beliefs and apply them to our own lives, maybe we could help our own selves. depression truly is an ugly ugly thing that prevents us from seeing how worthy we are of happiness"
Babysitting job= anxiety,https://www.suicideforum.com/community/threads/babysitting-job-anxiety.122540/,"I know most of what I'm thinking is irrational but it dosnt mean i can stop the thoughts no matter how much i tell myself that it still dosnt stop it.



I know i have looked after this girl quiet a few times without her mum or dad around. But now it feel so different and more responsibility as before they were mostly out for fun not because both parents were working.



I will be picking her up from school everyday so I'll be the ione who communicates with her teachers. Some night it will be dinner and bed and I'll be sleeping at their house as it will be to late for me to go home as they only own one car and my friend won't be home till well after midnight and her partner gets home around 10.30/11 during the week night but later Friday's as he is a chef. 



I don't know what my friends roster will be yet she will either finish around 3pm or midnight but there is also travel time to get home and she could be working 3he drive from home(i hope that will be a rare exception) and it won't be more than 2hrs for her to get home even that's a big drive.



I am panicked if somthing happens to her daughter as I don't have my licence so i dont drive or even have a car so in an emergency i can't really get anywhere fast. Her partner is at least a 20min train ride away plus walking to and from his work or to the house.  I'm panicked i wont be good enough to look after her I'm panicked somthing will go wrong that she will get hurt and it will be my falut.....or she won't listen to me about somthing. I'm scared to be firm with her and don't know how to do it properly(with her) she is not a difficult child at all she is quiet good but I'm just scared. What if she starts to miss her mum and I can't calm her down......she misses her dad when he's at work she always has but she has not been away from her mum this long before. This week will be the first week so I don't expect her to miss her to much just yet. I just panic she will get upset or hurt and I won't be able to comfort her or calm her.



I can't even get out all that's going through my head its just going so fast right now.

This is my only friends daughter and i have spent quiet a lot of time with them both and know quiet well how my friend and her partner parent but I am different I will try and do my best to stick to their ways but i know things will be different.



I'll just shut up now as I could go on and on."
When talking fails,https://www.suicideforum.com/community/threads/when-talking-fails.122459/,"I finally talked to my spouse yesterday. Talking to him even about small things is extremely difficult because he has held a pattern, many in fact that has proven to me that talking is ineffective but its what I'm supposed to do right? He doesn't like touch, giving it or receiving it from me. Yes me specifically. He's very affectionate with the children, plays with them constantly, hugs them ect, but doesn't do that with me at all. Two days ago I guess I crossed a line trying to hug him, wanting to be touched, I like listening to his heart beat and I feel safer in his arms, he pushed me away and stated as he likes to that he's not going anywhere. Well I fucking know that. Very short conversation there that ended in me stating that he doesn't like to be touched and he said ""Sorry"". So I very carefully laid out my words yesterday that it bothers me. It bothers me also that any choice or opinion I have that doesn't match his will continue in the same question over and over until I agree. These are life decisions not daily shit. I told him that not wanting to touch me or wanting me to touch him is painful. There is no rejection quite that that. I said I've already given up so much. None of what I said was hateful, I didn't raise my voice, shit I didn't even cry which is a first. And what was I met by? Silence all night. This is why it doesn't pay to talk. On the other hand my stomach didn't kill me last night so I guess it helped a little bit."
"I'm ""Whatever"" Right Now....",https://www.suicideforum.com/community/threads/im-whatever-right-now.122054/,"Just ""Whatever"" right now. Was trying to get stuff accomplished today and not going well at all... Just drained emotionally and physically,  I'm just ""Whatever"" I had enough. Just going to try to rest, if possible and focus on laundry.  Cleaning isn't going well and my kids don't care. My husband can handle it when he gets home. Not something I want because I would like for him to relax and rest after he's worked all day. I'm just beyond frustrated. Hopefully my husband can help me talk to the kids correctly.  I'm drained"
Like wtf I don't know what to think,https://www.suicideforum.com/community/threads/like-wtf-i-dont-know-what-to-think.122560/,"So I told my mom that I had been feeling anxious this past year and had talked to a doctor.  Then I told her that I went to a school counsellor and that memories started coming back.  I told her that I think a man touched me when I was like maybe 3-4.



So what does she tell me, well all students get anxious about stuff.  It's part of university and choosing to be away from home.  She also told me that counsellors can sort of put false memories into people's brains.  Like that people have been wrongly accused of child abuse.  She also told me that she would have never left me alone so this can't have happened.



So what does she tell me to do, well talk to people, hang out with friends.



Of course I didn't tell her that well she verbally abused me for years and that some of the memories were of her.  She also doesn't know that I SH or have suicidal thoughts.  



The irony of  all this is that we lost a family friend to suicide a few years ago, so you'd think she'd be more open to this.  



I'm like okay I'll try to hang out will more people and remember that school is stressful and that all students get anxious. 



She does so not get it and I don't really know how to make her understand."
?,https://www.suicideforum.com/community/threads/122255/,"I haven't been on this site in a while now, it's changed a lot. I honestly don't even know why I'm on this site. Since my last posts I've gotten better in some aspects, I lost 65 pounds, and I'm know a healthy 215 lbs. But my mental health has in all honesty worsened, I've gotten to the point where I don't cry anymore. I don't feel sorry for myself either, I know nothing that happened to me is my fault, but I've accepted it happened. I don't really grieve anymore, I sometimes get angry, I sometimes get sad, but for the most part I'm emotionally dead. I still can't talk to people, I'm basically incapable of maintaining a conversation. I basically sit in the background watching everyone else progress, I still don't take chances, still get picked on from time to time. Although it's much worse than before I just don't care at all anymore. You always here people say I don't care what people say when really they do and hide it but I really don't and honestly I know it's a bad thing. I have no motivation, I see no future for myself, but yes I know I must trudge on because things will get better, at least that's what they say. I honestly know I will never physically harm myself I just don't see a point of hurting yourself while hurting, if I even hurt anymore. No one knows about the real me, no one really asks either. No one shows interest in me but I've gotten used to it, nowadays I wake up go to school then go sit at the marina and stare at the ocean there's nothing poetic about it i just get bored. Still haven't touched drugs, don't plan on it either, at this point I'm waiting to see to see something good happen to me for once. I know I shouldn't wait for success I should make it happen, but everywhere I go failure is my outcome. I've probably gotten off topic anyways in fact screw grammar I'll just write I don't know what to do anymore I've hit every dead end but yet I want to do something great but you know what they say good things come to those who wait and that's what I'm doing because right now I'm completely empty and I'm not here because I want pity or advice I'm just here to write to admit what's going on with me to myself I need just something no matter how small to motivate me because at this point I can honestly say I have no one that truly cares and I'm beyond the point of caring I just wish I had someone anyone some of you can probably relate a friend a lover a shoulder but no by the looks of it I'll have to go it alone but I'm used to it i just hope success finds me if anyone responds I probably won't even read it because online it's empty words and if you do have a word for me that's sincere I would've appreciated it when I get to another low or high point in my life I will re visit this site my advice to anyone struggling with lonliness or depression is to not give in to harmful thoughts things are the way they are and you just have to continue on and hope to one day reach the good days I had those once and I know I will again it's just a matter of when if you're still reading by now thank you for caring enough to take the time no I'm not exactly ok yes my life is still rough but no I'm not giving up we all have demons to face mine just apparently wanna fight me for a long ass time I've never said my real name on this site it's Noah I'm just another person struggling with depression, lonliness, and social anxiety but I hope in time things will get better."
I'm still alive. As if anyone cares.,https://www.suicideforum.com/community/threads/im-still-alive-as-if-anyone-cares.122438/,"Figured I'd just let you all know I'm alive still. Not that any of you probably care. I've been a burden, a pain in the ass to everyone here and I admit it. So I try to stay off of here as much as possible now. I just bury myself in my video games, livestreams and YouTube videos. At least for a few hours a day I can take my mind off of the bitter hatred I feel towards everyone and the horrible thoughts that fill my mind.



But meh. I'm rambling. I'm alive. Don't really plan on doing anything anytime soon."
hault right there,https://www.suicideforum.com/community/threads/hault-right-there.122657/,"I don't know why I do it. I spend hours watching conspiracy theories and false flag videos. I'm obsessed with watching tragic and depressing videos. It scares the shit out of me and causes me to not want to leave my house sometime, well a lot of times. But my curiosity is never satisfied. Ive mentioned it to my therapist, but she's like so.... Like there is nothing wrong with it, it doesn't seem like a big deal. But it is, there are times I don't want to hang out with friends or family just to get a""fix"" I'm at a loss. I feel terrible of myself. I love debate and hearing peoples different perspectives. But...."
Am I Crazy?,https://www.suicideforum.com/community/threads/am-i-crazy.122670/,"I genuinely feel like there is something wrong. I have tried to get help. I was seeing a counselor, and that helped, but I had to stop for financial reasons. I am trying to avoid medications. I was on some for a little while, but they either stopped working, or weren't strong enough, because I began to not care whether I took them or not. I just never got them refilled. I feel alright most of the time. I am happy, I feel that I have worth and value. Other times, there is such an overwhelming sense of hopelessness, I can not even get out of bed. I used to think of suicide only a couple times a month, and never any concrete plan or course of action, only what it would be like. Lately fantasize about killing my self on an almost daily basis, with detailed ways in which i would do it. I have yet to do what I would call a serious attempt, but I <mod edit - methods> I stopped only because I fear the pain. I do not fear death. I fear the pain that it will take to reach it. My anxiety has been severe of late, and i have been having paranoia. My doctor says i have generalized anxiety, but i feel like i am crazy. i get paranoid about crazy things. I fear that others can hear what I am thinking, or that the pizza man will try to come in my house and rape me. The only time I feel better is when I reach a state of numbness, where I feel nothing at all. I feel no fear, no sadness, no love, no joy. These are the times when I feel I am ready to do it. I feel i could <mod edit - methods> and I am no longer afraid. In reality, I dont want to die. I just dont want to feel this way anymore."
no memory too anxious.,https://www.suicideforum.com/community/threads/no-memory-too-anxious.122122/,i can't remember things anymore. Things are so bad at work I forget what I've done a few seconds after I've done it. I'm losing my mind . Going crazy. I know they see it. I'm stuck so stuck.
Need advice please,https://www.suicideforum.com/community/threads/need-advice-please.122751/,"So I need advice on how to be assertive with my needs....



I'll try and explain the best I can, my friend has a job now and don't get me wrong I am so glad that she does.....but she does a mix of night shifts and morning shifts. Her partner works quiet late as well but always has. So I babysit when they are both at work.



Before I started I said I could do a max of 3 night's a week, she said that was fine and wouldn't expect me to do it that often. But she didn't listen to my requests.



I am scared enough of this friendship ending as it is my only friendship I have in my life.

I want to help my friend out because I am that kind of person, I will go to great lengths to help my friend(s if i had more)



I don't know how to say what I need amongst all this as I know they need the money desperately and as I said I am glad to help.........BUT i think every on has their limits I'm sure and I can't help but feel I'm being taken advantage of a bit, not totally but enough. They are paying me minimal amounts and I'm not doing it for the money it's just a bonus for me.



But my friend said she is going to take every shift possible and thay could mean her being away for a week or two at a time. I have my fingers crossed that doesn't happen. 



I find it hard enough to say what I need and want as it is. And it took me about two week to build up the courage and say I could only do a max of 3 night's a week.



So how do you go about being more assertive so that what you say is actually heard and taken seriously??  

I am always scared of saying what I need or thing for fears that nobody will like me.



Don't get me wrong the child is amazing and I enjoy her company and playing with her.



I use to think this friendship was a two way street but even before she started work things were starting to feel like I one way street.



I know it all my fault for letting myself get walked all over and not being able to say no, but i just don't know how to state my needs again it was hard enough the first time"
How can I stop feeling?,https://www.suicideforum.com/community/threads/how-can-i-stop-feeling.122014/,"I just wish I knew what to do to stay safe. The more I care, the more I get hurt. If I could take a pill to rid myself of all emotions, I would likely do it. I don't care if living like a robot would be worse. I don't care that emotions are what makes us human. All that ever does is hurt me deeply. I am tired of being lied to, manipulated, called down, and treated like crap ever since I was a little kid. I'm just sick of it all. I want to numb myself and shut down and hide forever."
So frustrated,https://www.suicideforum.com/community/threads/so-frustrated.122252/,"So I reported my counsellor to his supervisor because he made me feel like I was deserving and responsible for the verbal child abuse that I told him about.  I talked with his supervisor today.  She told me that she will talk with him and he will send me an email apologizing.  That's all.  



Like wtf, he put what I like to call a deadly idea into my head.  I want the supervisor to talk to and educate all the counsellors, but no she will talk to him.  And maybe put up a sign telling students how to complain."
Falling apart,https://www.suicideforum.com/community/threads/falling-apart.122063/,"Social anxiety and depression are destroying me. ""Professional help"" seems to be the only thing left but the services available here are so bad they don't even seem worthwhile at all (seems I'd have to take the pills at very irregular intervals which may just make things worse). I also don't trust the so-called professionals and am also skeptical of how effective the medicine really is, which was made worse after a friend killed himself around 1 month ago, after being depressed and in treatment for over 10 years. My family has also expressed an intolerance and disrespect for people with social anxiety before (not just with that, either, they're really close-minded in general) so I can't even get myself to tell them I have it, or that I've dropped out of college because of it. I've been just pretending to go, but I actually gave up on it around 8 months ago, I just can't take it. This is my second attempt at college, in the first one I dropped out after only 2 months. I only have friends online, have very few very limited interests or things I somewhat enjoy, and I thought I was doing a good job on at least keeping the suicidal feelings away but now they're back. Had them for several years, last year was the peak, and in january and february I was mostly not thinking about it anymore even though I was still feeling terrible. Now I feel so worthless, hopeless, stuck and alone that they're suddenly coming back full force and I just wish I would have ended everything last year as planned. I don't see a way out of this hell. I've been thinking so much about telling my family I need help, but even assuming that they'd be willing to help, there's nothing they can even do to help anyway, so what's the point."
Feeling a bit fed up,https://www.suicideforum.com/community/threads/feeling-a-bit-fed-up.122689/,"I know it's my own fault and partly self inflicted because I still haven't been able to get in to see my consultant to get my bloods checked but I am getting really bored of feeling ill all the time now. It started a few weeks ago with the flu that developed into sinusitis and tonsillitis and I ended up on antibiotics and steroids. I've since had another flare up of tonsillitis which did resolve itself, but I am left now feeling achey and tired all the time. It physically hurts to lift my arms to do anything like write or type and I'm really struggling with the physical stuff at work because I have no strength and feel so tired. Right now my mouth is full of sores which are very painful. I have one behind my back molars and it is mimicking infected wisdom tooth pain (definitely not a tooth cutting through) and the entire right side of my face hurts and aches, it's in my ear and my other teeth hurt. I have another sore under my tongue and another on the inside of my lip. I'm feeling very sorry for myself tonight and feel like I want to cry."
again,https://www.suicideforum.com/community/threads/again.122324/,"Went to the hospital for pain my back. I knew what it was before they told me. Blood clots in the lung. This is the 3rd time. They didn't keep me this time, they sent me home with shots to give myself. I've been on blood thinners since the last time 2010. But I kept forgetting to do refill.  Then it needed to approved for more refills so that took 2 more days. So I was off of them for 6 days. Geez. I won't ever do that again."
Just tired,https://www.suicideforum.com/community/threads/just-tired.121856/,"Tired of waking up with the darkness of depression, tired of anxiety and not being comfortable in my body.

Tired of feeling lost and alone. Tired of looking for answers that lead to disappointment. Tired of myself for being so weak. I know it takes work to get well, maybe I'm just too lazy, I don't know. I just turned 64 and wish it were over, I don't want to die really, I want to stay and look after my dog, I know there is beauty in the world and good people. But I'm just tired of the darkness that seems to surround me. I know it'll pass, but right now....in the midst of the feelings......it feels like an eternity.

Brian"
Round and round and round,https://www.suicideforum.com/community/threads/round-and-round-and-round.122133/,"I want to get off the ride now....I'm beyond exhausted.



But yet I still ride this horrible ride. But for how long.



I can't even let it out I'm over repeating myself.



I just can't, I can't, can't can't, I cant"
Need help and ideas please,https://www.suicideforum.com/community/threads/need-help-and-ideas-please.122240/,"So my dad rang me today i screened the call. I know i shouldn't be a horrible daughter but I can't help it. Let's just say he did things that no man should do anyone  let alone to a child.



But he just sent me a text. Saying he wants to visit and the end of the month (he lives over the other side of australia) he has visited me once here and I did not let him come or see my home I meet him out at public places.

I only seen him two days and not even  whole days but now i cant visit those places without thinking of him. I already get set off by things that remind me of him and I don't want anymore



So I need to figgure out a plan as to why i won't be able to have this vist or why I'll be busy. The thing is i won't be busy i had to stop uni until next semester so i can't use I'll be busy with that. I don't work so that's out. I can't say I'm on a holiday i have no money and I don't even drive to say I'm on a local get away.



So I need ideas as to why i can't do this and I can't think of any so if anybody has some ideas  PLEASE share them with me



Sorry in advance."
Nothing changes,https://www.suicideforum.com/community/threads/nothing-changes.121917/,"Another day......suns out, Easter weekend and families are getting together and having fun. Here I sit alone in my darkness wondering how I became......so broken. Even my dog is depressed, that's my fault too. My dark feelings are palpable. Yes, I've tried therapy, medication, hypnosis, self help books, meditation......but I'm still broken. No idea why I'm writing this, guess because the thread said ""let it all out"" so I'm trying.

I read the stories of others on here, going through terrible things, much worse than mine. I just wonder why it's like this. Don't know anymore, morning always seems to be the worst, probably the prospect of another dark empty day. 

Brian"
"Toxic social media, or: yoga on horseback",https://www.suicideforum.com/community/threads/toxic-social-media-or-yoga-on-horseback.122316/,"Some of you know I am having a really hard time feeling like Facebook friends don't care about me at all, and I am mourning the loss of some formerly important friendships I once had.  I spent a little time here in San Francisco yesterday with two friends back to visit California, after they moved to North Carolina about 3 years ago.



I still have a lot to say about this upsetting experience, which I will write about later in my Diary by CandLight.  But I need to start this thread to laugh a little.  Because I really need to laugh about this.



When my friends/ former friends picked me up in the car, within a few moments we were driving down a steep San Francisco hill and my friend, naturally, took out her phone to get a pic of the road.  We didn't spend a lot of time together, which was both a relief and very hard and sad.  But in that time, she managed to get pics of almost everywhere we went, from the mechanical museum (mini arcade) to a small beach cove area.  We didn't spend a lot of time talking.  It was very awkward.  But she sure took pictures!  Various selfies and snapshots of ""cool stuff"".



It's like, why are photos so important?  What about the actual experiences you have in life?  There is a joke online when someone describes something incredible, and people respond with ""pic or it didn't happen!""  I think some people take that to heart.  It's like they don't feel they exist fully if they aren't documenting every moment.



Which leads me to my other former/ lost friend, a person I first brought out to the barn to help me with my horse.  We used to hang out together, I've gone to her place a few times and we usually got Starbucks before the barn.  It was nice.  Then we drifted apart pretty fast, and while I understand what I think the reason was, it still hurt a lot.  It still hurts even now.



So this person got her own horse, and she did a very good job training it.  It was truly impressive, and it makes sense she wanted to show off a little online.  This person has not just Facebook going, but Instagram, Snapchat and I imagine a few other sites she regularly uses.  She gets a lot of likes for her many pictures, always beautiful and perfectly filtered.  But now I can kind of laugh about how hard she must be trying.  I'm not laughing *at* her, just at the absurdity of taking so many pics of things that you are more concerned with setting up a great shot than actually just LIVING LIFE.



I think a lot of people kind of chuckle when they see concert footage and there are a million people watching the concert they were lucky to get seats at, entirely through the screens of their cell phones.  A tiny screen is absolutely not the same as sitting back and enjoying a great concert.  Who cares if you want everyone to see the fun time you had?  Why don't you ACTUALLY try to have a good time and make memories.  Not pictures to prove that you were there.



Anyway, my former/ lost friend began practicing yoga regularly, and she got quite good at it.  And, as I said, she's great with horses.  So now she posts a ton of photos of her doing yoga on her horse.  Really cool stuff like scorpions, various poses, the horse calm underneath her and the light bouncing off the field below so beautifully.  The photos are nice, yes.



But you have to wonder:  how much are you documenting your experiences, instead of living them, if you make a point to show everyone that you can do yoga on a horse?"
This really bothers me.,https://www.suicideforum.com/community/threads/this-really-bothers-me.121402/,"I don't know if this will trigger anyone, so I apologize in advance if it does. When I got to my uncle's this morning, he informed me that a friend of my cousin killed himself recently. Everyone was really shocked, but those who knew him had expected it somewhat, as he had tried a few times before. I felt sad for my cousin, because he had lost another friend through suicide several years ago. My uncle tried looking up the story online and couldn't find anything. That was strange, since he had supposedly done it in a public place. Well, my aunt sent a text saying the guy had faked it all.



I just...I can't really wrap my head around this. Why would you fake your own death just to get attention? I couldn't imagine hurting anyone like that. I felt for him a bit, since clearly he needs help, but it also made me angry that he would do that. It made me think about my own suicidal feelings even more. One reason I haven't done it yet is because it would hurt those who care about me. But how will they know when he is really in trouble if he cries wolf like that? I just don't know what to think about all of this."
My diary (I <3 replies),https://www.suicideforum.com/community/threads/my-diary-i-3-replies.122354/,"[So I decided to make this diary because I wasn't sure where to talk about all the little things I feel and minor things that happen without spamming threads.  I don't know how often I'll write here, but as the title says, when I do, I'd enjoy it if people would reply (if they'd like.)  If something big comes up or I start feeling severely suicidal, I probably make another thread.  However, my feelings have been rather low-key of late.]



I'm feeling down and kinda want to hurt myself, but it's not anything serious.  I mean, I made myself bleed a little not too long ago by messing with the scabs covering the places where I'd minorly injured myself a few days ago and thought about making some new ones, but a crisis this isn't.  Honestly this might be no more than boredom, loneliness and overthinking.



I just keep thinking too much.  Tonight I came to the conclusion that I should not be alive, that I was not meant to be on this earth.  I'm not sure what made me think that, but it has stuck with me.  I texted my friend (one of the two I've been torturing with talk of suicidal thoughts recently) about it, and he reassured me that I should be alive.  I told him I had trouble believing him.  Now I feel a little guilty about the disbelief somehow.  



I'll probably lie here and watch Netflix instead of sleeping.  Like that's gonna make me feel better."
miserable and alone,https://www.suicideforum.com/community/threads/miserable-and-alone.121981/,"I wish I'd never existed. In retrospect my life has been a constant battle with anxiety, depression and panic attacks. I've spent most of the time trying to fix myself and others. Just doesn't make sense any more. I'm tired of the constant battle and see no light at the end of the tunnel. I wish I could go to sleep and never wake up. I'm alone anyway and have no family except my dog, who's been more of a friend than anyone to me. The last person who cared about me passed away last year and it's been a downward spiral since. 

 Even writing this looks like the epitome of self pity, so be it......I don't know how else to feel. If only there were a timeline on this pain, if only I could see an end to it, but I don't. Each day seems worse than before with the occasional short(hours) reprieve. I'm tired of trying to act like everything is okay and wearing a mask for others to see. I don't want to burden others with my dark feelings, most wouldn't understand anyway. I'm just tired and weary."
Beyond tired,https://www.suicideforum.com/community/threads/beyond-tired.122065/,"Im not even upset at my life at this point. I just want relief from this constant state of exhaustion. The thought of suicide is tempting not just end it all but to not feel so used up anymore. Im ready to have a breakdown just from fighting sleep ALL DAY LONG. From having to battle to get up in the morning. Caffiene does nothing anymore. 2 pots 3 pots coffee doesnt matter, i am still indescribily exhausted. And after all of this to finally fall asleep just to have nightmares. Can i not escape?"
Used....,https://www.suicideforum.com/community/threads/used.122755/,"I've known this girl for a while now and I thought we were becoming really good friends. She's a lesbian so didn't think much about it, just that I liked hanging out because it got me out of this lonely rut I'm in. She's always hanging out with this other girl and she stays over at her place a lot, though she said they're just friends. I got into doing some things for her, like driving her to places she needed to go, and going to the grocery store. This was all happening while her other friend was studying for exams. One night we hung out at her place and one thing led to another, and we became intimate. This happened the next day as well, but after that things changed. Her other friend had finished exams, and she stopped responding to my texts. I send some texts frequently over the last couple of weeks, and tried calling her a few times. I knew she often ran out of minutes so I didn't think much of it. This is what we've always done before, either texted or called each other. I went out last night to a pub for a drink, because my birthday is on Monday and I wanted a night out. I met her and her friend in there, they were eating. I sat at the bar and didn't say anything else to her, and before I knew it they had left. I then got a text shortly afterwards that my constant texting and trying to call her was making her uncomfortable and she wanted me to leave her alone. It wasn't any more than I normally would have done when she was talking to me. 



Now I just feel used. She could have just talked to me rather than ignore me for the last few weeks. I let her know that all she does is use me while her other friend is away, and that I hope she's happy with herself. I've since deleted her number, but today I feel so down I'm not sure what to think of it. I'll be 32 tomorrow. Another year of loneliness, hopelessness and frustration."
Fed Up,https://www.suicideforum.com/community/threads/fed-up.122477/,I am seriously so fed up with myself. I let him back in. Every. Damn. Time. And it's always the same. Broken promises. Waiting up for him. Waiting around. I really need to be strong and just let him go. I just don't want to be alone. I know he doesn't love me. I would be a complete ass if I honestly thought he did. I don't know who to talk to because no one knows I'm still seeing him. My brothers would be pissed. My mom would be heartbroken. And I'm pretty sure my dad would be too. I've haven't even told my sister and she knows everything. I'm 25 years old. Why can I not get my shit together????
No Meaning... No Purpose....,https://www.suicideforum.com/community/threads/no-meaning-no-purpose.122669/,"Each and every day my life has been disappearing.  My hopes, my dreams are gone. I see no future for what I need to do or what my purpose is or should be. I don't even know what to do with my life. It feels like my life is slipping away and I have no idea how to stop it.  My life seems meaningless ..."
nice safe quiet drive uh,https://www.suicideforum.com/community/threads/nice-safe-quiet-drive-uh.122594/,"My anxiety is so bad I feel reckless. I want to go drive as fast as I can in the mountains. Drift around curves, dodge trees, hug the cliff's But i Wouldn't dare put other people in harms way. With all these mixed feelings and emotions. My heart and brain are enemies. Cause my brain dosnt seem to want to help with regulating feelings and emotions. And has a horrible way of managing thoughts. I have to be the mediator

 I shouldnt have to mediat between emotions and my thoughts, that get carried away.  All I do know is they both hurt they are screaming. Which is screaming louder. What do I fix first.  My heart is going to stop and my brain is going to explode. Im walking on fire. While grasping ice cubes tightly in my hands."
